Index,Clinic Name,Dentist Name,Address,Phone,Email,Website,Google Maps URL
481,Fogszabályozási és Fogászati Poliklinika,,Zója u. 3,,,,https://www.google.com/maps/place/Fogszab%C3%A1lyoz%C3%A1si+%C3%A9s+Fog%C3%A1szati+Poliklinika/data=!4m7!3m6!1s0x4742b196715fe109:0xca0378ad1ea417f8!8m2!3d46.0761224!4d18.2133752!16s%2Fg%2F1tg9gb1c!19sChIJCeFfcZaxQkcR-BekHq14A8o?authuser=0&hl=am&rclk=1
482,Fogászati szakrendelés,,Mária u. 24,,,,https://www.google.com/maps/place/Fog%C3%A1szati+szakrendel%C3%A9s/data=!4m7!3m6!1s0x4742b1ff989ae487:0xcf101e5c5babd99c!8m2!3d46.0782942!4d18.2332132!16s%2Fg%2F11fj2rb7gq!19sChIJh-SamP-xQkcRnNmrW1weEM8?authuser=0&hl=am&rclk=1
483,Sac•aesthetics - Dr. Gyulai Sarolta,,Mária u. 24,+36 30 626 6531,,,https://www.google.com/maps/place/Sac%E2%80%A2aesthetics+-+Dr.+Gyulai+Sarolta/data=!4m7!3m6!1s0x4742b1d66696fd67:0x4691e21c93377297!8m2!3d46.0781926!4d18.2333707!16s%2Fg%2F11xklh1y_s!19sChIJZ_2WZtaxQkcRl3I3kxzikUY?authuser=0&hl=am&rclk=1
484,Aktív Dental,,Nagy Jeno u. 22,+36 20 405 2222,,,https://www.google.com/maps/place/Akt%C3%ADv+Dental/data=!4m7!3m6!1s0x4742b196efeca979:0x92b910fac11f7237!8m2!3d46.0746689!4d18.2145708!16s%2Fg%2F1td9cjvz!19sChIJeans75axQkcRN3IfwfoQuZI?authuser=0&hl=am&rclk=1
485,Pécsi Fogorvosközpont,,Árnyas út 17,+36 30 947 3492,,,https://www.google.com/maps/place/P%C3%A9csi+Fogorvosk%C3%B6zpont/data=!4m7!3m6!1s0x4742b3d726a56965:0x61ffd81eb27b89f3!8m2!3d46.0512621!4d18.2288274!16s%2Fg%2F1tg33_km!19sChIJZWmlJtezQkcR84l7sh7Y_2E?authuser=0&hl=am&rclk=1
486,Fogorvosi marketing,,Zója u. 5/b,+36 72 225 030,,,https://www.google.com/maps/place/Fogorvosi+marketing/data=!4m7!3m6!1s0x4742b1d20ad82317:0xcb68c6c91ea4ab7!8m2!3d46.0760089!4d18.2131545!16s%2Fg%2F11k0v1gyjg!19sChIJFyPYCtKxQkcRt0rqkWyMtgw?authuser=0&hl=am&rclk=1
487,Medicare Klinika és Fogászat Pécs,,?,+36 1 465 3131,,,https://www.google.com/maps/place/Medicare+Klinika+%C3%A9s+Fog%C3%A1szat+P%C3%A9cs/data=!4m7!3m6!1s0x4742b18cdd8d40d1:0x94d4c9402c290728!8m2!3d46.075103!4d18.231246!16s%2Fg%2F11cn5ryg35!19sChIJ0UCN3YyxQkcRKAcpLEDJ1JQ?authuser=0&hl=am&rclk=1
488,Lantos-Dental Bt.,,Ferencesek utcája 48,,,,https://www.google.com/maps/place/Lantos-Dental+Bt./data=!4m7!3m6!1s0x4742b1986208d9d7:0x40559cc6139855e3!8m2!3d46.0753739!4d18.2228435!16s%2Fg%2F11gh_jwc96!19sChIJ19kIYpixQkcR41WYE8acVUA?authuser=0&hl=am&rclk=1
489,Szemely,,Jókai u. 42,,,,https://www.google.com/maps/place/Szemely/data=!4m7!3m6!1s0x4742b19dbab2e8bd:0xc2fe827d50a20e36!8m2!3d46.0688206!4d18.2266221!16s%2Fg%2F11hdy27m78!19sChIJveiyup2xQkcRNg6iUH2C_sI?authuser=0&hl=am&rclk=1
490,Dr Ascsillán Andrea,,Jókai u. 42,Jókai u. 42,,,https://www.google.com/maps/place/Dr+Ascsill%C3%A1n+Andrea/data=!4m7!3m6!1s0x4742b16fca50d187:0x364df23866858c33!8m2!3d46.0688206!4d18.2266221!16s%2Fg%2F11j03ql5zy!19sChIJh9FQym-xQkcRM4yFZjjyTTY?authuser=0&hl=am&rclk=1
491,Dentistry Clinic,,Szigeti út 12,Szigeti út 12,,,https://www.google.com/maps/place/Dentistry+Clinic/data=!4m7!3m6!1s0x4742b142146fa17b:0x474ffe5f37958c1f!8m2!3d46.0730235!4d18.2063833!16s%2Fg%2F11sqsb6fbm!19sChIJe6FvFEKxQkcRH4yVN1_-T0c?authuser=0&hl=am&rclk=1
492,Szupper Dental Bt.,,Megyeri út 33,,,,https://www.google.com/maps/place/Szupper+Dental+Bt./data=!4m7!3m6!1s0x4742b1855fee58f7:0xd146d40c741c68c5!8m2!3d46.0666896!4d18.2137184!16s%2Fg%2F1hhw1nlpv!19sChIJ91juX4WxQkcRxWgcdAzURtE?authuser=0&hl=am&rclk=1
493,Dr. Bajza József és Dr. Baranyai Ágnes,,Citrom u. 7,,,,https://www.google.com/maps/place/Dr.+Bajza+J%C3%B3zsef+%C3%A9s+Dr.+Baranyai+%C3%81gnes/data=!4m7!3m6!1s0x4742b19f1b93687d:0x51b0592b8e03c09!8m2!3d46.0732512!4d18.2275212!16s%2Fg%2F1tfc9z44!19sChIJfWiTG5-xQkcRCTzguJIFGwU?authuser=0&hl=am&rclk=1
494,Hosné és Fia Fogtechnikai Bt.,,?,+36 72 532 895,,,https://www.google.com/maps/place/H%C5%91sn%C3%A9+%C3%A9s+Fia+Fogtechnikai+Bt./data=!4m7!3m6!1s0x4742ae28f42e76ad:0x84ddd79ae7dfcba8!8m2!3d46.0935588!4d18.1857269!16s%2Fg%2F1tdr6zg5!19sChIJrXYu9CiuQkcRqMvf55rX3YQ?authuser=0&hl=am&rclk=1
495,Med-Dent-System,,Jókai u. 10,,,,https://www.google.com/maps/place/Med-Dent-System/data=!4m7!3m6!1s0x4741dc1e460b2ccd:0xaab809c85e3aab69!8m2!3d46.0733827!4d18.2266898!16s%2Fg%2F1thwz6hh!19sChIJzSwLRh7cQUcRaas6XsgJuKo?authuser=0&hl=am&rclk=1
496,Dr. Kresz Gábor fogszakorvos,,Váradi Antal utca 22,+36 72 311 838,,,https://www.google.com/maps/place/Dr.+Kresz+G%C3%A1bor+fogszakorvos/data=!4m7!3m6!1s0x4742b1229ccd3693:0x53d3b8f3353fa992!8m2!3d46.0731567!4d18.2237942!16s%2Fg%2F11h3fs6p4r!19sChIJkzbNnCKxQkcRkqk_NfO401M?authuser=0&hl=am&rclk=1
497,Da Vinci Private Clinic,,?,+36 72 512 050,,,https://www.google.com/maps/place/Da+Vinci+Private+Clinic/data=!4m7!3m6!1s0x4742b1b199f4a459:0x4232845e4d0d55c4!8m2!3d46.0896094!4d18.2259423!16s%2Fg%2F11b6vbbpkj!19sChIJWaT0mbGxQkcRxFUNTV6EMkI?authuser=0&hl=am&rclk=1
498,Lano-Dent Kft.,,Alkotmány u. 16,,,,https://www.google.com/maps/place/Lano-Dent+Kft./data=!4m7!3m6!1s0x4742b1981cb481e1:0xf00d9aaa91fffd62!8m2!3d46.0760682!4d18.2201722!16s%2Fg%2F1hhwvpfkt!19sChIJ4YG0HJixQkcRYv3_kaqaDfA?authuser=0&hl=am&rclk=1
499,???????????????,,Rákóczi út,,,,https://www.google.com/maps/place/%E6%AD%AF%E5%8C%BB%E8%80%85%E3%81%8C%E6%95%99%E3%81%88%E3%82%8B%E8%99%AB%E6%AD%AF%E3%82%84%E6%AD%AF%E5%91%A8%E7%97%85%E4%BA%88%E9%98%B2/data=!4m7!3m6!1s0x4742b19fdde09c8f:0x8b228f9e1034a7ea!8m2!3d46.073273!4d18.230092!16s%2Fg%2F11h4623p_6!19sChIJj5zg3Z-xQkcR6qc0EJ6PIos?authuser=0&hl=am&rclk=1
500,Mosolygó Száj,,Bolgár köz,,,,https://www.google.com/maps/place/Mosolyg%C3%B3+Sz%C3%A1j/data=!4m7!3m6!1s0x4742b1f77a0f54ed:0xe1a5f58643745bb8!8m2!3d46.0656381!4d18.1841253!16s%2Fg%2F11fn6t20yx!19sChIJ7VQPevexQkcRuFt0Q4b1peE?authuser=0&hl=am&rclk=1
